ID	Symbol	adj.P.Val	logFC	P.Value
ILMN_2364110	GBA	0.15942035273714	-0.395207951754383	0.0784593205525943
ILMN_3249216	PDX1	0.159670843866869	-0.326234577850872	0.0786315177935797
ILMN_3242710	LOC157627	0.159788956239455	0.53474822938597	0.0787114404377965
ILMN_1654792	C8orf15	0.160221446879147	0.11449126206141	0.0790291154113161
ILMN_1757629	GJC3	0.160334608796401	-0.128062404605261	0.0791006767249976
ILMN_1747192	RNF125	0.160410696646833	0.360514327850881	0.0791924408029756
ILMN_1673654	C5orf4	0.160473725308249	0.474517024122809	0.0792344822683103
ILMN_2087656	SLCO2B1	0.160760184123959	-0.281265905701751	0.079458007062664
ILMN_1783563	TBX19	0.161193143481984	0.326328091008778	0.0797585774349368
ILMN_2114894	FLJ16124	0.161479547098076	0.122171417105269	0.07993998888407
ILMN_2211546	HAO1	0.161767573680945	-0.141844018640345	0.080132159726137
ILMN_1678404	FBXO11	0.161832285425836	-0.164812502192978	0.0802027519322854
ILMN_2206126	RAET1L	0.161906613598401	0.174573221052636	0.0802556741452001
ILMN_1687971	CAPN3	0.161936208152318	0.327343723684217	0.0802818169156267
ILMN_3249715	LOC729609	0.162033887488104	0.290474855263161	0.0803467896326792
ILMN_2088673	CHR415SYT	0.162083877072989	0.238514265350881	0.080382612420478
ILMN_1786211	HERC1	0.162298679014655	-0.153388949561396	0.0805001889887509
ILMN_1730416	CYCS	0.162541104480897	0.16933074890351	0.0806757614608695
ILMN_1658818	CAMK2D	0.162548344013822	-0.237548278508765	0.0807236176416412
ILMN_1725145	POLA	0.162608470389631	-0.208406749999998	0.0807700854384553
ILMN_2329483	TPTE	0.162958435059803	0.342180344736843	0.080988295328765
ILMN_2372639	TRAPPC5	0.163345984418676	-0.160797601973682	0.0812031438353249
ILMN_1727041	EWSR1	0.163382927885343	0.121191118421059	0.0812441709540773
ILMN_2399503	UBN1	0.163411966370091	-0.217505948464909	0.081294640866667
ILMN_1740479	FABP2	0.163425067069507	0.130632192763162	0.0813092140207619
ILMN_3308996	MIR30D	0.163627571413309	0.292221055921054	0.0814823754027062
ILMN_2341524	TSPAN11	0.163718064987275	0.135985451754388	0.0815385849075405
ILMN_1686555	FYN	0.163751054693526	-0.133178267543858	0.0815661634384167
ILMN_1697342	HOXC11	0.163883393861654	-0.126113957894734	0.0816655547789342
ILMN_2139125	LRFN5	0.163930389864477	0.555947265570179	0.0817112945088177
ILMN_1694539	MAP3K6	0.16424457581948	0.209201473684217	0.0819182191819115
ILMN_3165110	ERCC-00034	0.164257910318737	-0.100470019078943	0.0819419116959841
ILMN_1687875	UNC5C	0.164258217606695	-0.148133581140346	0.0819529800681256
ILMN_1686283	CECR1	0.164933317094816	-0.313407307017535	0.0823684070905146
ILMN_3309239	MIR620	0.165496829622316	-0.0900537962719277	0.0827600319733938
ILMN_1743187	C6orf120	0.165947474777081	-0.258155038157884	0.0830782418744777
ILMN_1735180	NCSTN	0.166774261946193	0.126452904605269	0.0836567901432789
ILMN_3249669	HEATR5A	0.166901164625548	-0.219736211622806	0.0837602161580301
ILMN_1693114	SPAG17	0.167251416681981	0.208851950877193	0.0839844234079876
ILMN_2110829	LOC441743	0.168307661815561	0.229496014254389	0.0846780556773663
ILMN_1697634	FLJ35894	0.168944571789241	0.456878635964923	0.0850617544791728
ILMN_1789702	GBE1	0.169101791085298	-0.153542706140342	0.0852042315976644
ILMN_1796154	SLC26A5	0.169307813176965	-0.101368139035083	0.0853599081241797
ILMN_1719083	OR56A3	0.16960812245023	0.1657592379386	0.0855632765330843
ILMN_1760040	PPIL3	0.169942772482205	0.276822260964918	0.0857610240000236
ILMN_2363489	BRE	0.170077581169698	-0.126555328947362	0.085863791616836
ILMN_1656293	GOSR2	0.170301752790965	-0.282908872807013	0.0860523272774307
ILMN_2209221	DMRT1	0.170324530273906	0.12140185285088	0.0860696344730958
ILMN_1704765	ZSCAN22	0.170428052670751	-0.234537871710518	0.0861277485771169
ILMN_1689518	PECAM1	0.170538818718828	0.10480263157895	0.0861953358184007
ILMN_1674024	IKZF5	0.170659840306444	-0.231719883771927	0.086273931592436
ILMN_1801776	PSG9	0.171219485926424	0.193502640350882	0.0866208290910728
ILMN_1701195	PLA2G7	0.171558239093106	-0.257888186403504	0.0868495086307812
ILMN_1787063	LOC389199	0.171674092736001	0.342288925219297	0.0869173733130816
ILMN_1782716	SERPINB4	0.171999805740413	0.463949796052631	0.0871709037205288
ILMN_1726306	HMBS	0.172542480787054	-0.151157140350875	0.0875454342299434
ILMN_1738992	MNDA	0.173027468085983	0.395215611842108	0.0879184741845479
ILMN_1715745	MCART6	0.173467954274062	0.363370006578947	0.0882072471983502
ILMN_2321064	BAX	0.173886805126465	-0.211158105263156	0.0885177434460658
ILMN_1789826	OR51B6	0.174018129191776	0.373912144517545	0.0886024502534221
ILMN_1740098	DEFB108B	0.174259427791575	0.376826399122811	0.0887733615433005
ILMN_1654653	KLC1	0.174737882186597	-0.264820401315784	0.0891097717856399
ILMN_1767342	EPHA5	0.174805990860347	0.174872861842108	0.0891673000320762
ILMN_1662492	GDNF	0.175197755980743	-0.0884321100877186	0.0894565932433928
ILMN_1713086	RPL27A	0.175203859762454	-0.0893822390350802	0.0894664957486109
ILMN_1748027	PGAM5	0.175225182478282	0.112382131578951	0.0894895965176178
ILMN_1767747	HDAC2	0.175318168912877	0.0905930767543932	0.0895837231014467
ILMN_1774547	MPRIP	0.175466776122893	0.194466217105271	0.0896656310432265
ILMN_1666653	BTBD3	0.175803029947364	-0.213114489035084	0.0898733670473333
ILMN_1741175	RAB11FIP2	0.175909116051132	-0.385249649342102	0.089957539927023
ILMN_2397880	CSTF3	0.176522602623737	-0.0848374506578899	0.0903555064276389
ILMN_1740762	GRB7	0.176613138120801	-0.303002786184202	0.0904197704781581
ILMN_1788024	PCID2	0.17699934270252	0.138834571271932	0.0907138953510959
ILMN_2146495	GPR153	0.177682698611464	-0.191432800877188	0.0911306539122077
ILMN_1731619	DAD1	0.177784866982554	-0.0837289100877161	0.0912193654909637
ILMN_1654072	CX3CL1	0.177898959409316	0.26242327302632	0.0913142393346183
ILMN_1782275	P2RY6	0.178122211466707	0.3890302379386	0.0914652129208317
ILMN_2110422	PKD1L1	0.178220392088076	0.26044344078948	0.0915398950272994
ILMN_2059505	ARPP19	0.17848814479449	0.0944878267543903	0.0917138763547276
ILMN_1736995	C12orf66	0.178561739966601	0.21010346600878	0.0917942402891923
ILMN_2396903	KCNJ15	0.178742261353904	0.197170953947374	0.0919235485085199
ILMN_1675523	PPAP2C	0.178891525339511	-0.188352564254382	0.0920276813491422
ILMN_2200659	SNHG5	0.179547778260558	-0.120694325657894	0.0925089414083062
ILMN_1688090	PTER	0.179892935946834	-0.33471464802631	0.0927592545482225
ILMN_3237132	ALMS1P	0.180137580403128	-0.0777148399122769	0.0929048058238686
ILMN_2279413	SIAH1	0.180140050645658	-0.176513759868417	0.0929145776251126
ILMN_1773885	DMAP1	0.180321400957992	-0.257581311403504	0.093060929012212
ILMN_1756070	INSC	0.180462600174346	0.243071410087726	0.0931461485666887
ILMN_1727135	FIBCD1	0.181641683075913	0.174235387061408	0.0939300999923038
ILMN_2045610	PPP1R2P3	0.181808178129034	0.349341331140353	0.0940820343778322
ILMN_3226904	NOP2	0.18182347536984	0.212099426535092	0.094102865066439
ILMN_2043126	CSAG3A	0.181924633299999	-0.332909841008766	0.094173261347077
ILMN_2313821	AIFM1	0.182075318099949	-0.255896028508769	0.0942760548598675
ILMN_1700633	ABHD4	0.182281971050512	-0.189493905701751	0.0944210271237084
ILMN_1690035	FLYWCH1	0.183153959415705	0.149668247807023	0.0950301062779376
ILMN_1755405	FRAG1	0.183245731792995	-0.213160796052628	0.0951003991869831
ILMN_1751234	C1GALT1C1	0.183247679068149	-0.269853589912277	0.0951076475730015
ILMN_2154053	FVT1	0.183637542129122	0.443857023026322	0.0953850037562814
ILMN_2170353	PTPLB	0.184310013316556	-0.144265032894733	0.0958033122287441
ILMN_1792265	TRIM4	0.185101280666344	-0.217777151535085	0.096344718454345
ILMN_1748281	MAPK10	0.185112487263896	0.268009280701762	0.0963653629617306
ILMN_2070815	MPDU1	0.1851937406506	-0.311994160087712	0.0964265737478838
ILMN_1751395	KRI1	0.185278608321579	0.245975537280714	0.09648968338196
ILMN_1723185	ELOF1	0.185801123137213	-0.262247764254383	0.0968756443167339
ILMN_1809850	RCN3	0.185803880888058	-0.185943827412277	0.0969150310395109
ILMN_1711374	ADAM11	0.186011949498959	0.284645728289478	0.0970552187738722
ILMN_1669635	NUP85	0.186543283732222	-0.221296239035089	0.0973705522262277
ILMN_1753353	SLBP	0.186686773113468	-0.195467372807014	0.0974581595284797
ILMN_1737631	PAQR6	0.187263507409522	0.257069864035092	0.0978994773733002
ILMN_1660541	PCNXL2	0.187372922809794	0.31026772807018	0.0980052616482835
ILMN_1755462	UGCGL1	0.187783594334737	-0.189970263157893	0.0982608643535276
ILMN_1775486	SSPN	0.188056656446769	0.355015075657903	0.0984613620454015
ILMN_3194911	ATF6B	0.188194414131849	-0.159708763157894	0.098578331506311
ILMN_3310950	MIR203	0.188354688982464	0.208639448464915	0.0987135783631419
ILMN_2045849	SI	0.188818325874012	0.331270374122809	0.0990594015171826
ILMN_3241758	POTEF	0.189238631071059	0.143567923245612	0.0993171711504889
ILMN_2232953	PRPS1L1	0.189298216601188	0.280795560087723	0.0993820469973148
ILMN_2364901	FSCN2	0.189942980498521	0.22322148070176	0.0997916724312955
ILMN_2176755	KIAA0895L	0.190328447063312	-0.147219739035084	0.100046018298385
ILMN_1772179	OR2G2	0.19036143960453	0.40555378399123	0.100069840753404
ILMN_2184109	SLC34A2	0.190473279498672	-0.134914916666666	0.100174019411597
ILMN_1801077	PLIN2	0.19061116471377	0.123132662280716	0.100291955372596
ILMN_1736929	PLB1	0.191613038580567	0.170055460526319	0.100929984647707
ILMN_1673466	OR1A1	0.19174061241013	0.244786977192982	0.10102329029118
ILMN_2187727	NOC3L	0.1922390169568	0.235340779605266	0.101370957268536
ILMN_1691106	LOC729692	0.193033818146259	0.282867411184219	0.101960913509735
ILMN_1775011	NOL10	0.193088599493142	0.185333404605267	0.102005791404807
ILMN_1812548	GTSF1L	0.193358407974258	0.415161335526321	0.102244256032683
ILMN_1782247	KAT2A	0.193728598593733	0.175766668859653	0.102479573208517
ILMN_1810759	C2orf25	0.194090128112557	-0.0979769594298219	0.102756706353086
ILMN_1745076	CLINT1	0.194336937001423	-0.202019638157893	0.10294691131212
ILMN_1721034	ZNF227	0.194439603318823	-0.253635567982451	0.103007915935965
ILMN_1695366	OR8U9	0.194576296272316	0.200169739912285	0.103096997588421
ILMN_2199768	SLITRK4	0.195472226080391	0.321289622807019	0.103787853844911
ILMN_2048119	TBX19	0.195604418877683	0.262835512061409	0.103911310242881
ILMN_1722390	CHRAC1	0.195742549393982	0.168378679824563	0.104024668316671
ILMN_1676749	C3orf15	0.195993672500081	-0.223749775219289	0.104261354580226
ILMN_1659541	CRELD1	0.196165005398221	-0.113622330921047	0.104376049269142
ILMN_2407464	FASTK	0.196358257561653	-0.323126098684208	0.104512295851653
ILMN_3251388	TMEM183A	0.196762446007942	-0.131716775219292	0.104787706974649
ILMN_1693896	ATP8A2	0.197318691754504	0.171046660087722	0.105184692544356
ILMN_2400922	OPRL1	0.197492782030302	-0.150571430701754	0.105324553768892
ILMN_2380839	SNRNP70	0.198126948621231	0.183314812500006	0.105750435864142
ILMN_1814122	MDC1	0.198259764524292	0.109287540570179	0.105848321707424
ILMN_2162253	NMU	0.198986773657583	0.159509471271933	0.106338065821915
ILMN_3165619	ERCC-00075	0.199011845300284	-0.0686837359649077	0.10635823845915
ILMN_1755727	KDM5B	0.199033293394772	-0.130947674342099	0.106376476140903
ILMN_1664098	FASTK	0.199242887597065	-0.259697609649118	0.106529190709981
ILMN_1766125	LONP1	0.199772259579876	-0.112230533991223	0.106927835028559
ILMN_2385662	C1orf103	0.19985997161002	-0.238526785087714	0.107008799178065
ILMN_1704335	FXR1	0.199976962224925	0.109141533991234	0.107099511754468
ILMN_2341487	C11orf49	0.200240333645459	-0.142646877192981	0.107273798240536
ILMN_1749846	OMD	0.200320957849538	0.242713123903515	0.107323809633178
ILMN_1772703	OTUD6B	0.200615642319957	0.1756569254386	0.107577295621278
ILMN_2227968	NTHL1	0.201128817995518	-0.202634782894732	0.107948329418774
ILMN_2343332	TAF9	0.201565320171249	-0.258135298245612	0.108282528814665
ILMN_3166653	ERCC-00158	0.202187897979203	-0.0993004103070154	0.108717961833906
ILMN_1715332	TTC21A	0.202187897979203	0.194319753289472	0.108723226482536
ILMN_1714586	VGLL3	0.202222471957135	0.156872168201758	0.108748701772775
ILMN_1655893	C9orf93	0.202381924419255	0.286953993421054	0.108869601415954
ILMN_1725620	GGNBP2	0.202595095457196	-0.269962856359648	0.109045636020328
ILMN_2330806	MYO18A	0.202738079665712	-0.300110343201753	0.109177806457827
ILMN_1657254	SGCD	0.203234445140389	0.303609028508776	0.109541961546547
ILMN_1703622	PPIB	0.203757004916461	-0.0985163497807005	0.109892977019315
ILMN_2388263	HEPACAM2	0.203823790984144	-0.111793809649119	0.10995964010356
ILMN_1697373	LOC388910	0.204336246744237	0.276235889692986	0.110377584858177
ILMN_1670796	EXOSC10	0.204496009579068	-0.0818888782894707	0.110528224124194
ILMN_2352401	ERBB2IP	0.204498477670532	0.195691335526321	0.110536519281424
ILMN_1656992	NLRP10	0.205232913748157	0.12084921184211	0.111024320566624
ILMN_1667641	ACACA	0.205702357650299	0.347279076535095	0.111327289521806
ILMN_2340919	GRB10	0.205948005058966	-0.226278445175437	0.111481266856646
ILMN_1698735	HSP90AB2P	0.206411295662727	-0.112046788377192	0.111847975398851
ILMN_3238676	ULBP2	0.206451038302941	0.315662493421058	0.111887087885799
ILMN_2049274	ARHGDIG	0.206479808786692	0.0948115723684237	0.111920599261297
ILMN_1698777	ADCK1	0.206722828806061	-0.135656598903505	0.11210475493445
ILMN_1691942	CCNI	0.206900439717719	-0.0614295087719245	0.112327845357181
ILMN_1738549	VPREB1	0.207055995705449	0.366979488157899	0.112461635547406
ILMN_1722527	LECT1	0.207265847901516	0.156082865350884	0.11266028046742
ILMN_1737205	MCM4	0.207569543440019	-0.181974536184205	0.112874815551428
ILMN_2242309	CACNG5	0.208205334281091	-0.123732236184206	0.113277252878601
ILMN_3243690	LGALS7B	0.208241620757241	0.315335962938597	0.113318260864801
ILMN_1697710	IL1F7	0.208577464654241	0.112944263815793	0.113544477732684
ILMN_2204526	TCTEX1D4	0.208577464654241	0.229570761403508	0.113550716281965
ILMN_1702609	B3GNT5	0.208845148442478	0.403564174342112	0.113788863599765
ILMN_1718013	CPSF3L	0.209294153913506	-0.103843263157888	0.114069125448791
ILMN_1736951	CEP97	0.20964301752674	-0.185048432017542	0.114316352852941
ILMN_1791826	RAB25	0.210275976894874	-0.365074583333328	0.114818972167705
ILMN_1693598	RTN4	0.210469876325195	0.120964970614038	0.114946342232408
ILMN_1772369	PDHA1	0.210486616657026	-0.271096219298244	0.114985126851175
ILMN_1770356	POLRMT	0.211131711619503	-0.23695966337719	0.115390816211086
ILMN_2404385	REPIN1	0.211476883248973	-0.0929467214912183	0.115640285002264
ILMN_1703284	SPIRE2	0.211556593460046	-0.174422148026315	0.115698275199275
ILMN_3246107	C21orf71	0.211622998770012	-0.144274969298239	0.115741795324158
ILMN_1688435	LOC155060	0.211921743805323	0.203549899122812	0.115977324953473
ILMN_2352245	RASSF6	0.212540407599422	-0.214137560307014	0.116402717018998
ILMN_3249203	LOC728875	0.213091353033951	-0.0785144013157879	0.116747977229855
ILMN_1787257	GLP1R	0.213427983405942	0.0987084096491273	0.117012325994353
ILMN_1812474	TFG	0.21367531935429	-0.113925782894729	0.117235211129538
ILMN_2331231	TNFRSF6B	0.213812139615846	0.248905654605265	0.117363241400967
ILMN_1732555	B4GALT6	0.213882062805658	-0.246278416666659	0.117451444311457
ILMN_1815686	EGLN2	0.214173147852433	-0.0955885635964897	0.117724701157653
ILMN_1651848	ITSN1	0.214173147852433	0.347510184210533	0.117733642499546
ILMN_1674231	CHAF1B	0.214318889428586	-0.260274403508772	0.117887426703765
ILMN_2072391	SNORD31	0.214354604159361	0.191003630482459	0.117915511087918
ILMN_1702105	EFS	0.215200064078921	0.226012750000006	0.118650489767038
ILMN_1777190	CFD	0.215410824306957	0.108336871710526	0.118788690260159
ILMN_1675007	ZSCAN5A	0.215498439780144	0.145232485745622	0.118851677207267
ILMN_3309179	MIRLET7C	0.215810775057536	-0.294790937499998	0.11913862845256
ILMN_1814230	MTCP1	0.215871802725213	0.0869168870614132	0.119188685242574
ILMN_1765872	SIPA1L3	0.215932445765196	-0.156689811403506	0.119242732756152
ILMN_2407605	GIYD2	0.216290920190247	-0.301962743421042	0.119524348924957
ILMN_1733407	QTRTD1	0.216372059869533	-0.21971359320175	0.119649876136523
ILMN_1697916	GYLTL1B	0.216538698030598	-0.0972987607456108	0.119764467631179
ILMN_1702965	PDE6H	0.216747736226595	0.158283838815793	0.119909596254029
ILMN_1716086	WDR33	0.217239349335076	-0.091006038377186	0.120277700818158
ILMN_1663454	PKP1	0.218469990985344	0.145902603947373	0.121219350276104
ILMN_1753931	CDO1	0.218534158460784	-0.107885360745605	0.121262392928796
ILMN_1778143	GRAP2	0.218577163809092	-0.161909822368418	0.121293696579495
ILMN_1779951	ANKRD7	0.218677728610697	0.118760593640353	0.121368783753356
ILMN_2306033	PRAME	0.218756444007069	0.237286034868427	0.121445309095935
ILMN_3248113	SNRNP70	0.218809802577822	0.222422817982464	0.121489828432
ILMN_1668847	WWP2	0.219221569196867	0.224349956798246	0.121778152558929
ILMN_2143220	ANGPTL3	0.2195197164178	-0.31130978070175	0.122025778136403
ILMN_2117171	LMO4	0.219843213493482	0.123485656798252	0.122235730306108
ILMN_2112357	CD300LF	0.219910117744296	-0.245763559210523	0.122286641664587
ILMN_3234831	LOC645296	0.220161359470722	0.179837208333339	0.122487567116775
ILMN_2317555	SPIN2B	0.221213100148161	-0.147629596271925	0.123245900198283
ILMN_2183692	PHYHD1	0.221593036135306	-0.24000298793859	0.12357353701269
ILMN_3311150	BEYLA	0.222076416751246	0.124374266228076	0.123929619630404
ILMN_2121147	C5orf36	0.222225831822016	-0.102674657017545	0.124082456322175
ILMN_1724236	FUT7	0.222349300173869	0.126490932017546	0.124189811745151
ILMN_1737715	OSR2	0.222403698938156	0.11011478048246	0.124234765278113
ILMN_1730984	OR4C13	0.222779310243186	0.459422851973688	0.12449877799834
ILMN_1685472	LRRTM4	0.223957045054918	0.313856441885967	0.125399783303548
ILMN_1734365	PAX2	0.224145347276634	0.110130862280704	0.125528108840085
ILMN_1712455	RBM4	0.22441249345091	0.13441397807018	0.125715913970849
ILMN_1774229	SLC7A4	0.224721398870683	0.093965357675442	0.125934860251491
ILMN_1674460	ATP2A1	0.22509178501178	0.571790877192983	0.126226710225144
ILMN_1678052	C19orf24	0.225462474198514	-0.22875056798245	0.126480633651888
ILMN_1745623	EFCAB4A	0.225690459560778	-0.289584311403505	0.126623894695876
ILMN_1799100	C16orf38	0.225836269377162	0.0953176907894751	0.12672876402228
ILMN_1742788	PKD1L2	0.226080434152381	0.311525951754389	0.126888865381232
ILMN_1765833	SLC9A3R2	0.226800446925387	-0.200989890350876	0.127447383253711
ILMN_1702979	SHOX2	0.227281447017527	0.180172254385969	0.127849198759732
ILMN_3249356	NCRNA00051	0.22797032113739	0.0876119421052683	0.128314302345602
ILMN_1730047	C10orf141	0.228240368254141	0.0949320258771973	0.128520685286449
ILMN_1708989	TBX1	0.228803930993779	0.103730233114041	0.128939274861355
ILMN_2283185	PALM	0.228913426678326	-0.164189452850874	0.129023233746314
ILMN_1753903	C1GALT1C1	0.229222758401315	0.153303845394742	0.12922211600518
ILMN_1702305	NCAM1	0.230099055802564	0.272689201754389	0.12983360959197
ILMN_1701873	C9orf50	0.230746914328601	0.0927877190789506	0.130348403284309
ILMN_2094648	PRAMEF5	0.231003222314346	0.211634137061411	0.130524644694687
ILMN_1798657	TBL1XR1	0.231992511525132	-0.21486259649123	0.131391612715905
ILMN_1780756	RBM23	0.232156154384244	-0.119943555921047	0.131508001671655
ILMN_1811316	PANX3	0.232388475929231	0.400310932017547	0.13171287230989
ILMN_3240893	SLMO2	0.232388475929231	-0.143021402850874	0.13172614651573
ILMN_1731213	TECTB	0.232899237848971	-0.160570764692979	0.132111274109516
ILMN_2401143	ELAVL3	0.232933827414719	0.159039648903512	0.132138824041471
ILMN_1716298	LOC731102	0.233016381515292	0.243516768640355	0.132201519240064
ILMN_3165008	ERCC-00024	0.233400387479092	-0.0744544541666663	0.132537444449947
ILMN_1719857	GRIPAP1	0.233856431867172	-0.163183775219297	0.13290101542099
ILMN_1778756	SULT1A1	0.234535628150978	-0.399451554824555	0.133350873030118
ILMN_1706273	HCCA2	0.234576051642088	-0.243982491228069	0.133381841802411
ILMN_1693530	PSG3	0.234662704436679	0.107451173245618	0.133455077204057
ILMN_1779037	PDC	0.23469284152216	0.395395293859655	0.133481522775536
ILMN_2298577	TBX18	0.234912278653534	-0.108119964912273	0.13366098436511
ILMN_1710280	TUBB1	0.235178987733792	0.155960585526321	0.133876781559458
ILMN_1652166	GUCY1B2	0.236225937614029	0.205171052631584	0.134681833716764
ILMN_2163873	FNDC1	0.236309085783991	-0.337861081140346	0.134772192025301
ILMN_1678707	TAF15	0.236540432988425	0.107397787280709	0.134925555216225
ILMN_3308118	MIR125B1	0.237001057907861	0.421805586622808	0.135260909448997
ILMN_2330213	CUX1	0.237075881409843	-0.20317023574561	0.135319752850197
ILMN_1709253	KCNK10	0.237214762285343	0.168679528508777	0.135423248741787
ILMN_1691173	ATG4B	0.23725789780946	-0.094288486184209	0.13545595064371
ILMN_2379375	PPP1R12B	0.237354417066228	0.217662631578953	0.135535294491813
ILMN_3310216	MIR1911	0.237549359208722	0.22951191710527	0.135695128736139
ILMN_3165726	ERCC-00083	0.237819767787938	-0.096130752192976	0.135922452978843
ILMN_3166702	ERCC-00163	0.237833962250372	-0.0690234947368378	0.135938661542907
ILMN_2096191	AASDHPPT	0.237990772606458	-0.237133358552633	0.13606069462251
ILMN_3268924	GIGYF2	0.238026830470238	-0.118302603947366	0.136089411600167
ILMN_1732584	FLJ45455	0.238323848318685	-0.0938536910087731	0.136316016723929
ILMN_2335302	ABCC1	0.238776971381774	0.255854092105265	0.136664601450562
ILMN_2284647	COL9A1	0.238834278754288	-0.0823262903508741	0.13671366141989
ILMN_1802190	FOXJ1	0.238850415844988	0.177850256798248	0.136791316352108
ILMN_1659378	TFAP2D	0.238850415844988	0.333164669298247	0.136792187115207
ILMN_2215631	OTUD6B	0.238850415844988	0.166849591008777	0.136796073342816
ILMN_2387214	PALM	0.238878241821629	0.229054161184214	0.136836404444782
ILMN_1658713	TNFSF11	0.239239687396368	0.186776630263159	0.137157463836662
ILMN_3166191	ERCC-00117	0.239349911674103	-0.0571489587719247	0.137236951092303
ILMN_1668442	C21orf42	0.239719587843851	0.136745745614041	0.137522354696954
ILMN_2347068	MKNK2	0.239740279283694	-0.247023514254382	0.137542385779602
ILMN_1767842	SLC17A8	0.239827670036915	0.197806987938606	0.137608850670328
ILMN_2102356	OR8U9	0.240263671744391	0.177526721052638	0.138030771965486
ILMN_2406106	CACNB2	0.240852892705035	-0.255086254385965	0.138467661942858
ILMN_2123730	TBC1D22B	0.241134151155429	0.201996574561408	0.138678608563535
ILMN_2254574	ZDHHC9	0.241321989669739	-0.137809292763153	0.138811280302252
ILMN_3166476	ERCC-00142	0.241700882768557	-0.0817654293859631	0.139111499671538
ILMN_1694913	LMO3	0.241924263789399	0.142038223684214	0.139282708610373
ILMN_1704222	C1orf27	0.242764573208583	-0.269503910087719	0.139897248182187
ILMN_1753440	DCAF16	0.242947585219247	-0.201797452850872	0.140044061956726
ILMN_1692255	WDR45	0.243339212161324	-0.122118607017537	0.140328346103202
ILMN_2412046	TRIM54	0.243555672174702	0.103462194956141	0.140527237068496
ILMN_1750641	SRCAP	0.244706909191209	-0.136238832236833	0.141452135306237
ILMN_1729294	RNF130	0.244848602461326	-0.262007525219291	0.141598288021768
ILMN_1674366	LHX4	0.245106645577693	0.189527055701753	0.141814264726965
ILMN_1696060	GRM7	0.245406963890766	0.355912272587723	0.142029792016571
ILMN_1775830	TM4SF20	0.245801434792038	0.32849413267544	0.142316662844326
ILMN_2316844	RBPJ	0.245968193710431	-0.281274164473682	0.142476368603584
ILMN_1678531	N4BP3	0.246026493108294	0.276929350877193	0.14252237517876
ILMN_3237381	TMEM217	0.246189436695257	0.0933414357456233	0.142695889697589
ILMN_1770052	ATP2A1	0.246559447410623	0.279055694078957	0.142956975448315
ILMN_1805614	RORA	0.246637302931856	-0.273133499999995	0.14302516218634
ILMN_1783448	DYNC1LI2	0.246637302931856	-0.0809181217105248	0.14302684537024
ILMN_1731165	SLC16A8	0.24721670475781	0.238900509210529	0.143481118430087
ILMN_2239408	RNASE4	0.247652464392661	-0.127024571271924	0.143801468414406
ILMN_1709541	ATP2A1	0.247854745610572	0.39541945701755	0.143963317415646
ILMN_1797522	DUSP3	0.248065469003654	-0.0638799780701635	0.144142613469461
ILMN_1815345	EIF3J	0.248248500010042	0.160529703947375	0.144332349731817
ILMN_1710512	PFN2	0.248360497984702	-0.165885633114032	0.144469373634608
ILMN_1752086	C4orf41	0.24838308986517	-0.122409259868416	0.144502993770991
ILMN_3242164	SNORD59B	0.248810435072706	-0.111842846052626	0.144838045075343
ILMN_1725510	DHCR24	0.24892247462574	-0.300949383771929	0.144920212531029
ILMN_2127007	TRPC2	0.249304874224449	0.194229075657899	0.14522770577673
ILMN_1670149	OR4S1	0.24940898727626	-0.0837549649122717	0.145305334691534
ILMN_1759012	PPP1R1B	0.249722556634041	0.0991227611842138	0.145539023458196
ILMN_1718783	EXTL1	0.249857432049863	0.129430159210532	0.145626134443876
ILMN_2115777	SLC16A11	0.250077132573114	-0.272685518640346	0.145818408551437
ILMN_2290089	UBN1	0.250172547124929	-0.0939948122806999	0.145905810927409
ILMN_1687825	CD226	0.251622750857861	-0.186014437499995	0.146946247530975
ILMN_2133125	LRRC43	0.251626411201156	0.0839669278508826	0.146956950572837
ILMN_1763537	LCTL	0.251704192927378	0.0922076326754411	0.147036649583917
ILMN_1810289	FER1L3	0.253721935515712	0.198422394736847	0.148690364633506
ILMN_1808463	SPANXN4	0.25401577710421	0.104147695175447	0.148940387398986
ILMN_2378404	FLJ39061	0.255951680206616	0.085448943640352	0.150563399450268
ILMN_1697810	TSPAN11	0.25596005071272	-0.146259532236844	0.150577036335134
ILMN_1698019	LGMN	0.256448524500768	-0.0749785910087724	0.150942963445647
ILMN_1776723	PHF11	0.256839881110943	-0.0739363815789371	0.151208283480742
ILMN_1691809	PSMA1	0.257029499643034	-0.146017432017544	0.151398732808822
ILMN_2092943	SSX6	0.257755635180715	-0.070933013596485	0.151987330193795
ILMN_1801098	TSLP	0.258037319177507	-0.181508035087717	0.152264592298127
ILMN_3245301	BRD7P3	0.25891119849096	0.095738812500004	0.15288404896332
ILMN_2390099	COL9A1	0.259427765549338	-0.0883567741228086	0.153305851854733
ILMN_2159322	SLK	0.25997212741948	0.192898656798253	0.153716031360464
ILMN_1696537	DDIT4L	0.260275767699825	-0.354116713815785	0.153984165933314
ILMN_2222443	KLRK1	0.260338714117792	-0.0893680868421045	0.154039130230979
ILMN_1737343	FNIP1	0.260643026858402	-0.103420577850864	0.154287330763388
ILMN_2052487	GPR45	0.260838425358543	0.179665579166668	0.154423593077434
ILMN_3304072	PRG4	0.261049613467	-0.137602669956131	0.154601939445786
ILMN_1713918	CYTH3	0.261883948005592	-0.166794831140345	0.155212933765133
